AUI|CODE|STR|ISPREF|ETIQUETA_CIE9
B00079139A|K99.9017|PSEUDOANEURISMA|Y|ENFERMEDAD ARTERIAS NE
B01275978A|K99.9018|ELEFANTIASIS|Y|LINFEDEMA
B09306154A|K99.9019|ANEURISMA NE|Y|OTRO ANEURISMA ARTERIAL NE
B01737693A|K99.9020|DILATACION ANEURISMATICA|Y|OTRO ANEURISMA ARTERIAL NE
B00026421A|L01.1|DOLOR CUELLO NC|Y|DOLOR CUELLO MUSCULOESQUELETICO
B00003105A|L01.10|CERVICALGIA Y LUMBALGIA|Y|DOLOR CUELLO MUSCULOESQUELETICO
B00003106A|L01.11|CONTRACTURA CERVICAL POSTRAUMATICA|Y|DOLOR CUELLO MUSCULOESQUELETICO
B00003107A|L01.12|CONTRACTURA MUSCULAR TRAPECIO|Y|DOLOR CUELLO MUSCULOESQUELETICO
B00003108A|L01.13|CERVICALGIA MECANICA|Y|DOLOR CUELLO MUSCULOESQUELETICO
B00026471A|L01.14|CONTRACTURA CERVICAL Y DORSAL|Y|DOLOR CUELLO MUSCULOESQUELETICO
B00003110A|L01.15|CERVICALGIA. CERVICOARTROSIS |Y|DOLOR CUELLO MUSCULOESQUELETICO
B00003111A|L01.16|CONTRACTURA CERVICAL Y LUMBAR |Y|DOLOR CUELLO MUSCULOESQUELETICO
B00003112A|L01.2|DOLOR CUELLO MUSCULO ESQUELETI. NC|Y|DOLOR CUELLO MUSCULOESQUELETICO
B00003113A|L01.3|SINTOMA, QUEJA, SIGNO CUELLO NC|Y|SIGNO/SINTOMA DEL CUELLO
B00003114A|L01.4|TORTICOLIS|Y|SIGNO/SINTOMA DEL CUELLO
B00003115A|L01.5|CERVICOBRAQUIALGIA|Y|DOLOR CUELLO MUSCULOESQUELETICO
B00003116A|L01.6|CERVICODORSALGIA|Y|DOLOR CUELLO MUSCULOESQUELETICO
B00003117A|L01.7|CERVICALGIA POSTRAUMATICA|Y|DOLOR CUELLO MUSCULOESQUELETICO
B00003118A|L01.8|CERVICALGIA CRONICA|Y|DOLOR CUELLO MUSCULOESQUELETICO
B00003119A|L01.9|CERVICALGIA AGUDA|Y|DOLOR CUELLO MUSCULOESQUELETICO
B11303217A|L02.-1|SIG/SIN DE LA ESPALDA (RESTO)|Y|DOLOR ESPALDA (NO LUMBAR) NE
B00003123A|L02.10|DORSALGIA AGUDA |Y|DOLOR DORSAL, DORSALGIA
B00003124A|L02.11|DORSALGIA CRONICA |Y|DOLOR DORSAL, DORSALGIA
B00003125A|L02.12|DORSALGIA POSTRAUMATICA |Y|DOLOR DORSAL, DORSALGIA
B00080405A|L02.13|DOLOR LUMBOSACRO|Y|DOLOR ESPALDA (NO LUMBAR) NE
B00003128A|L02.4|CONTRACTURA DORSAL|Y|DOLOR DORSAL, DORSALGIA
B00003129A|L02.5|DOLOR DE ESPALDA NO ESPECIFICADO|Y|DOLOR ESPALDA (NO LUMBAR) NE
B00003130A|L02.6|DOLOR ESPALDA MUSCULO ESQUELETICO|Y|DOLOR ESPALDA (NO LUMBAR) NE
B00003131A|L02.7|DORSALGIA + LUMBALGIA|Y|DOLOR DORSAL, DORSALGIA
B00003132A|L02.8|SIGNO/SINTOMA DE LA ESPALDA (NO LUMBAR)|Y|DOLOR ESPALDA (NO LUMBAR) NE
B00003133A|L02.9|CONTRACTURA DORSO-LUMBAR |Y|DOLOR DORSAL, DORSALGIA
B00003136A|L03.1|DOLOR ESPALDA LUMBAR (SIN IRRADIACION)|Y|DOLOR LUMBAR, LUMBALGIA, LUMBAGO
B11303218A|L03.-1|SIG/SIN LUMBARES (RESTO)|Y|DOLOR LUMBAR, LUMBALGIA, LUMBAGO
B00003137A|L03.10|LUMBALGIA EN GESTANTE|Y|COCCIGODINIA (DOLOR COXIS)
B00003138A|L03.11|LUMBALGIA MECANICA|Y|DOLOR LUMBAR, LUMBALGIA, LUMBAGO
B00003139A|L03.12|LUMBALGIA POSTRAUMATICA|Y|DOLOR LUMBAR, LUMBALGIA, LUMBAGO
B00003140A|L03.13|DOLOR SACROILIACO |Y|DOLOR SACROILIACO
B00003141A|L03.14|LUMBALGIA DE REPETICION |Y|DOLOR LUMBAR, LUMBALGIA, LUMBAGO
B00003142A|L03.15|COCCIGODINIA (DOLOR COCCIX)|Y|COCCIGODINIA (DOLOR COXIS)
B00003143A|L03.2|DOLOR LUMBAR NC|Y|DOLOR LUMBAR, LUMBALGIA, LUMBAGO
B00003144A|L03.3|SINTOMA, QUEJA, SIGNO ESPALDA BAJA (SIN IRRADIACION) NC|Y|DOLOR LUMBAR, LUMBALGIA, LUMBAGO
B00003148A|L03.7|CONTRACTURA MUSCULAR LUMBAR|Y|DOLOR LUMBAR, LUMBALGIA, LUMBAGO
B00003149A|L03.8|LUMBALGIA AGUDA|Y|DOLOR LUMBAR, LUMBALGIA, LUMBAGO
B00003150A|L03.9|LUMBALGIA CRONICA|Y|DOLOR LUMBAR, LUMBALGIA, LUMBAGO
B00003153A|L04.1|DOLOR TORAX MUSCULO/HUESOS NC|Y|DOLOR TORACICO OSTEOMUSCULAR
B00003154A|L04.2|DOLOR COSTAL|Y|DOLOR PARED TORACICA (ATRIBUIDO AL APARATO OSTEOMUSCULAR)
B00003156A|L04.4|DOLOR TORACICO PARIETAL|Y|DOLOR PARED TORACICA (ATRIBUIDO AL APARATO OSTEOMUSCULAR)
B00003157A|L04.5|SIGNO/SINTOMA TORACICO ATRIBUIBLE AL AP. OSTEOMUSCULAR|Y|SIGNO/SINTOMA TORACICO ATRIBUIBLE AL AP. OSTEOMUSCULAR
B00003158A|L04.6|DOLOR ESTERNON|Y|DOLOR PARED TORACICA (ATRIBUIDO AL APARATO OSTEOMUSCULAR)
B00003159A|L04.7|DOLOR RETROESTERNAL|Y|DOLOR PARED TORACICA (ATRIBUIDO AL APARATO OSTEOMUSCULAR)
B00003160A|L04.8|DOLOR INTERCOSTAL|Y|DOLOR PARED TORACICA (ATRIBUIDO AL APARATO OSTEOMUSCULAR)
B00003161A|L04.9|DOLOR PECHO|Y|DOLOR PARED TORACICA (ATRIBUIDO AL APARATO OSTEOMUSCULAR)
B00003164A|L05.1|DOLOR FLANCO NC|Y|DOLOR FLANCO Y AXILAS
B00003166A|L05.3|SIGNO/SINTOMA DE FLANCO Y AXILA|Y|SIGNO/SINTOMA DE FLANCO Y AXILA
B02758651A|L05.6|DOLOR AXILAR NC|Y|DOLOR FLANCO Y AXILAS
B00003172A|L07.1|DOLOR MANDIBULA NC|Y|DOLOR MANDIBULA
B00003173A|L07.2|SINTOMA, QUEJA, SIGNO MANDIBULA NC|Y|SIGNO/SINTOMA DE LA MANDIBULA
B00003174A|L07.3|SIGNO/SINTOMA DE LA ARTICULACION TEMPOROMANDIBULAR|Y|SIGNO/SINTOMA DE LA ARTICULACION TEMPOROMANDIBULAR
B00003177A|L08.1|DOLOR HOMBRO NC|Y|DOLOR HOMBRO
B00027270A|L08.11|DOLOR HOMBRO BILATERAL|Y|DOLOR HOMBRO
B00055813A|L08.12|DOLOR ARTICULAR HOMBRO|Y|DOLOR HOMBRO
B00003178A|L08.2|SINTOMA, QUEJA, SIGNO HOMBRO NC|Y|SIGNO/SINTOMA DEL HOMBRO
B00003180A|L08.4|DOLOR CLAVICULA|Y|DOLOR HOMBRO
B00003183A|L09.1|DOLOR BRAZO MUSCULO ESQUELETI. NC|Y|DOLOR BRAZO MUSCULOESQUELETICO
B11303675A|L09.2|DOLOR BRAZO/S NC|Y|DOLOR BRAZO MUSCULOESQUELETICO
B00075703A|L09.21|DOLOR DE BRAZOS|Y|DOLOR BRAZO MUSCULOESQUELETICO
B00308026A|L09.22|DOLOR  BRAZO IZQUIERDO NC|Y|DOLOR BRAZO MUSCULOESQUELETICO
B00003185A|L09.3|SINTOMA, QUEJA, SIGNO BRAZO NC|Y|SIGNO/SINTOMA DEL BRAZO
B00003186A|L09.4|PRONACION DOLOROSA|Y|DOLOR BRAZO MUSCULOESQUELETICO
B02599444A|L09.55|DOLOR ANTEBRAZO NC|Y|DOLOR BRAZO MUSCULOESQUELETICO
B00003189A|L10.1|DOLOR CODO NC|Y|DOLOR CODO
B00003190A|L10.2|SINTOMA, QUEJA, SIGNO CODO NC|Y|SIGNO/SINTOMA DEL CODO
B00003193A|L11.1|DOLOR MUÑECA MUSCULO ESQUELETI. NC|Y|DOLOR MUÑECA
B00003194A|L11.2|DOLOR MUÑECA NC|Y|DOLOR MUÑECA
B01397002A|L11.21|DOLOR MUÑECAS NC|Y|DOLOR MUÑECA
B00066040A|L11.22|ARTRALGIA DE CARPO|Y|DOLOR MUÑECA
B00003195A|L11.3|SINTOMA, QUEJA, SIGNO CARPO NC|Y|SIGNO/SINTOMA DE LA MUÑECA
B00003196A|L11.4|SINTOMA, QUEJA, SIGNO MUÑECA NC|Y|SIGNO/SINTOMA DE LA MUÑECA
B00003199A|L12.1|CALAMBRE MANO|Y|DOLOR DE LA MANO
B00003200A|L12.2|DOLOR DEDOS, MANO MUSCULO ESQUELETI. NC|Y|DOLOR DEDOS DE LA MANO
B00003201A|L12.3|DOLOR DEDOS, MANO NC|Y|DOLOR DEDOS DE LA MANO
B00003202A|L12.4|DOLOR MANO MUSCULO ESQUELETI. NC|Y|DOLOR DEDOS DE LA MANO
B02027057A|L12.41|DOLOR MANOS MUSCULO ESQUELETI.|Y|DOLOR DEDOS DE LA MANO
B00003203A|L12.5|DOLOR MANO NC|Y|DOLOR DEDOS DE LA MANO
B01962854A|L12.51|DOLOR MANOS - AMBOS/AS|Y|DOLOR DEDOS DE LA MANO
B00003204A|L12.6|SINTOMA, QUEJA, SIGNO DEDOS (MANOS) NC|Y|SIGNO/SINTOMA DE LA MANO Y SUS DEDOS
B00027757A|L12.61|SINTOMA, QUEJA, SIGNO DEDOS (MANOS) NC - AMBOS/AS|Y|SIGNO/SINTOMA DE LA MANO Y SUS DEDOS
B04534966A|L12.62|SINTOMA SIGNO DEDOS MANOS NC|Y|SIGNO/SINTOMA DE LA MANO Y SUS DEDOS
B00062044A|L12.63|ARTRALGIA DE MANO|Y|DOLOR DE LA MANO
B00003205A|L12.7|SINTOMA, QUEJA, SIGNO MANO NC|Y|SIGNO/SINTOMA DE LA MANO Y SUS DEDOS
B00971288A|L12.8|DOLOR DEDOS,  NC|Y|DOLOR DEDOS DE LA MANO
B00003209A|L13.1|DOLOR CADERA MUSCULO ESQUELETI. NC|Y|DOLOR CADERA, COXALGIA
B00003210A|L13.10|TROCANTERITIS|Y|SIGNO/SINTOMA DE LA CADERA
B00003211A|L13.11|TROCANTERITIS / BURSITIS DE CADERA|Y|SIGNO/SINTOMA DE LA CADERA
B00003212A|L13.12|PUBALGIA|Y|DOLOR CADERA, COXALGIA
B00003213A|L13.2|DOLOR CADERA NC|Y|DOLOR CADERA, COXALGIA
B00073226A|L13.201|DOLOR DE COCCIX|Y|DOLOR CADERA, COXALGIA
B00062176A|L13.202|DOLOR DE SACRO|Y|DOLOR CADERA, COXALGIA
B00003214A|L13.3|SINTOMA, QUEJA, SIGNO CADERA NC|Y|SIGNO/SINTOMA DE LA CADERA
B00027855A|L13.31|SINTOMA, QUEJA, SIGNO CADERA NC - AMBOS/AS|Y|SIGNO/SINTOMA DE LA CADERA
B00003215A|L13.4|COXALGIA|Y|DOLOR CADERA, COXALGIA
B00027887A|L13.41|COXALGIA - AMBOS/AS|Y|DOLOR CADERA, COXALGIA
B00003216A|L13.5|CADERA LAXA (NEONATAL)|Y|SIGNO/SINTOMA DE LA CADERA
B00003217A|L13.6|CHASQUIDO DE CADERA (NEONATAL)|Y|SIGNO/SINTOMA DE LA CADERA
B00003218A|L13.7|SINOVITIS TRANSITORIA DE CADERA|Y|SIGNO/SINTOMA DE LA CADERA
B00003219A|L13.8|COXALGIA MECANICA NC|Y|DOLOR CADERA, COXALGIA
B00003220A|L13.9|ASIMETRIA DE PLIEGUES|Y|SIGNO/SINTOMA DE LA CADERA
B00003223A|L14.1|CALAMBRE MUSLO|Y|SIGNO/SINTOMA DEL MUSLO
B00027965A|L14.10|PIERNAS PESADAS|Y|SIGNO/SINTOMA DE LAS PIERNA/S
B00003226A|L14.12|DISMETRIA MMII|Y|SIGNO/SINTOMA DE LAS PIERNA/S
B00003227A|L14.13|DISMETRIA|Y|SIGNO/SINTOMA DE LAS PIERNA/S
B00003228A|L14.14|DOLOR PANTORRILLA |Y|DOLOR PIERNA
B00003229A|L14.2|CALAMBRE PANTORRILLA|Y|CALAMBRE/S EN LAS PIERNA/S
B00003230A|L14.3|CALAMBRE PIERNA|Y|CALAMBRE/S EN LAS PIERNA/S
B00003231A|L14.4|DOLOR MUSLO MUSCULO ESQUELETI. NC|Y|DOLOR MUSLO
B00003232A|L14.5|DOLOR MUSLO NC|Y|DOLOR MUSLO
B00003233A|L14.6|DOLOR PIERNA MUSCULO ESQUELETI. NC|Y|DOLOR PIERNA
B00003234A|L14.7|DOLOR PIERNA NC|Y|DOLOR PIERNA
B00028078A|L14.71|DOLOR PIERNA - AMBOS/AS|Y|DOLOR PIERNA
B00003235A|L14.8|SINTOMA, QUEJA, SIGNO MUSLO NC|Y|SIGNO/SINTOMA DEL MUSLO
B00003236A|L14.9|SINTOMA, QUEJA, SIGNO PIERNA NC|Y|SIGNO/SINTOMA DE LAS PIERNA/S
B00003239A|L15.1|DOLOR RODILLA MUSCULO ESQUELETI. NC|Y|DOLOR RODILLA, GONALGIA
B00003240A|L15.2|DOLOR RODILLA NC|Y|DOLOR RODILLA, GONALGIA
B00028331A|L15.21|GONALGIA - BILATERAL|Y|DOLOR RODILLA, GONALGIA
B00003241A|L15.3|SINTOMA, QUEJA, SIGNO RODILLA NC|Y|SIGNO/SINTOMA DE LA RODILLA
B00028440A|L15.31|SIGNO/SINTOMA DE LA RODILLA - AMBOS/AS|Y|SIGNO/SINTOMA DE LA RODILLA
B00003242A|L15.4|GONALGIA POSTRAUMATICA|Y|DOLOR RODILLA, GONALGIA
B00003243A|L15.5|GONALGIA MECANICA|Y|DOLOR RODILLA, GONALGIA
B00003244A|L15.6|GONALGIA-GONARTROSIS |Y|DOLOR RODILLA, GONALGIA
B00003247A|L16.1|DOLOR TOBILLO MUSCULO ESQUELETI. NC|Y|DOLOR TOBILLO
B00003248A|L16.2|DOLOR TOBILLO NC|Y|DOLOR TOBILLO
B00003249A|L16.3|INFLAMACION, TOBILLO (TRAUMATICA) NC|Y|INFLAMACION TOBILLO, OSTEOMUSCULAR
B00003250A|L16.4|SINTOMA, QUEJA, SIGNO TOBILLO NC|Y|SIGNO/SINTOMA DEL TOBILLO
B00003253A|L17.1|CALAMBRE PIE|Y|SIGNO/SINTOMA DEL PIE
B00003254A|L17.10|METATARSALGIA|Y|METATARSALGIA
B00003255A|L17.11|PIE DIABETICO|Y|SIGNO/SINTOMA DEL PIE
B00003256A|L17.12|GRIETA TALON |Y|SIGNO/SINTOMA DEL PIE
B00028553A|L17.13|METATARSALGIA   BILATERAL|Y|METATARSALGIA
B00028780A|L17.14|SIGNO/SINTOMA DE LOS DEDOS DEL PIE - AMBOS/AS|Y|SIGNO/SINTOMA DE LOS DEDOS DEL PIE
B00028825A|L17.15|TALALGIA  BILATERAL|Y|DOLOR PIE
B00003257A|L17.2|DOLOR DEDOS, PIE MUSCULO ESQUELETI. NC|Y|DOLOR DEDOS DEL PIE
B00003258A|L17.3|DOLOR DEDOS, PIE NC|Y|DOLOR DEDOS DEL PIE
B00003259A|L17.4|DOLOR PIE MUSCULO ESQUELETI. NC|Y|DOLOR PIE
B00003260A|L17.5|DOLOR PIE NC|Y|DOLOR PIE
B00068321A|L17.55|DOLOR EN PLANTA DE PIE|Y|DOLOR PIE
B00028779A|L17.6|SIGNO/SINTOMA DE LOS DEDOS DEL PIE|Y|SIGNO/SINTOMA DE LOS DEDOS DEL PIE
B00003262A|L17.7|SINTOMA, QUEJA, SIGNO PIE NC|Y|SIGNO/SINTOMA DEL PIE
B00003263A|L17.8|SINTOMA, QUEJA, SIGNO TARSO NC|Y|SIGNO/SINTOMA DEL PIE
B00003264A|L17.9|TALALGIA|Y|DOLOR PIE
B00003267A|L18.1|ALTERACION FASCIA|Y|FIBROSITIS
B11303232A|L18.-1|DOLOR MUSCULAR (RESTO)|Y|DOLOR MUSCULAR
B00003268A|L18.10|FIBROSITIS NC|Y|FIBROSITIS
B00003269A|L18.11|MIOSITIS NC|Y|DOLOR MUSCULAR
B00003270A|L18.12|REUMATISMO (NO ARTICULAR) NC|Y|REUMATISMO NE
B00003271A|L18.13|FASCITIS PLANTAR|Y|FIBROSITIS
B00003272A|L18.14|POLIMIALGIA|Y|MIALGIA
B00003273A|L18.15|ROTURA FIBRILAR|Y|DOLOR MUSCULAR
B00003274A|L18.16|REUMATISMO|Y|REUMATISMO NE
B00003275A|L18.17|REUMATISMO NE / FIBROSITIS / FIBROMIALGIA |Y|REUMATISMO NE
B00003276A|L18.18|MIALGIA Y MIOSITIS NO ESPECIFICADO |Y|MIALGIA
B00003277A|L18.19|TRAST. DEL MUSCULO, LIGAMENTO O FASCIA |Y|DOLOR MUSCULAR
B00003278A|L18.2|ALTERACION MUSCULAR, NC|Y|DOLOR MUSCULAR
B00003279A|L18.20|FIBROMIALGIA|Y|FIBROMIALGIA
B00003280A|L18.21|MIOSITIS OSIFICANTE LOCALIZADA|Y|DOLOR MUSCULAR
B00003281A|L18.22|MIOFIBROSIS|Y|DOLOR MUSCULAR
B00003282A|L18.23|DOLOR OSTEOMUSCULAR|Y|DOLOR MUSCULAR
B00092018A|L18.24|ROTURA FIBRILAR DEL GEMELO|Y|MIALGIA
B09011193A|L18.25|DOLOR NC EN GEMELO|Y|MIALGIA
B00003283A|L18.3|CALAMBRE MUSCULAR NC (VEASE SINT. POR REGIONES)|Y|MIALGIA
B00003284A|L18.4|CONTRACTURA MUSCULAR NC|Y|MIALGIA
B00003285A|L18.5|DOLOR MUSCULO MULTIPLE NC|Y|MIALGIA
B00003286A|L18.6|DOLOR MUSCULO NC|Y|MIALGIA
B00003287A|L18.7|ESPASMO MUSCULAR NC|Y|MIALGIA
B00003288A|L18.8|ESPASMO MUSCULAR NC MULTIPLE|Y|MIALGIA
B00003289A|L18.9|FASCITIS (VEASE REGION ESPECIFICA) NC|Y|DOLOR MUSCULAR
B00003292A|L19.1|CONTRACTURA DE DUPUYTREN|Y|OTRO SIGNO/SINTOMA MUSCULAR NE
B00169405A|K07.31|EDEMA DE TOBILLOS - AMBOS/AS|Y|TOBILLO/S, PIE/S HINCHADO/S, EDEMATOSO/S, EDEMA
B00022547A|K07.4|EDEMA MALEOLAR|Y|TOBILLO/S, PIE/S HINCHADO/S, EDEMATOSO/S, EDEMA
B11303742A|K07.5|EDEMA/S EXTREMIDAD/ES INFERIOR/ES|Y|TOBILLO/S, PIE/S HINCHADO/S, EDEMATOSO/S, EDEMA
B00002558A|K07.6|EDEMA EXTREMIDADES INFERIORES (NO TRAUM)|Y|TOBILLO/S, PIE/S HINCHADO/S, EDEMATOSO/S, EDEMA
B00002559A|K07.7|TOBILLO/S, PIE/S HINCHADO/S, EDEMATOSO/S, EDEMA|Y|TOBILLO/S, PIE/S HINCHADO/S, EDEMATOSO/S, EDEMA
B00002560A|K07.8|EDEMA FACIAL|Y|TOBILLO/S, PIE/S HINCHADO/S, EDEMATOSO/S, EDEMA
B00002561A|K07.9|EDEMA/S MANO/S|Y|TOBILLO/S, PIE/S HINCHADO/S, EDEMATOSO/S, EDEMA
B00002564A|K22.1|FACTOR DE RIESGO ENF. CARDIOVASCULAR (PERSONAL/FAMILIAR)|Y|OTRO FACTOR DE RIESGO PARA ENFERMEDAD CARDIOVASCULAR
B00002565A|K22.2|FACTOR DE RIESGO PARA ENFERMEDAD CARDIOVASCULAR|Y|OTRO FACTOR DE RIESGO PARA ENFERMEDAD CARDIOVASCULAR
B00685401A|K22.3|RIESGO  CARDIOVASCULAR NE|Y|OTRO FACTOR DE RIESGO PARA ENFERMEDAD CARDIOVASCULAR
B00002567A|K22.4|RIESGO CARDIOVASCULAR ELEVADO (>20)|Y|OTRO FACTOR DE RIESGO PARA ENFERMEDAD CARDIOVASCULAR
B00022654A|K22.5|CARDIOVASCULARES, PREVENCION DE ENFERMEDADES|Y|OTRO FACTOR DE RIESGO PARA ENFERMEDAD CARDIOVASCULAR
B00022644A|K22.7|ANTECEDENTE FAMILIAR ENFERMEDAD CARDIOVASCULAR|Y|OTRO FACTOR DE RIESGO PARA ENFERMEDAD CARDIOVASCULAR
B00002571A|K24.1|MIEDO (DE PADEC.) ATAQUE CARDIACO|Y|
B00002570A|K24.3|MIEDO A UN INFARTO DE MIOCARDIO (NO MAPEA)|Y|
B00002574A|K25.1|MIEDO (DE PADEC.) HIPERTENSION|Y|
B00002573A|K25.3|MIEDO A LA HIPERTENSION (NO MAPEA)|Y|
B00002578A|K27.1|MIEDO (DE PADEC.) CARDIACO ENFERMEDAD|Y|
B00002580A|K27.3|MIEDO (DE PADEC.) HEMORROIDES|Y|
B00002581A|K27.4|MIEDO (DE PADEC.) ICTUS (APOPLEJIA)|Y|
B00002582A|K27.5|MIEDO (DE PADEC.) VENAS VARICOSAS|Y|
B00002579A|K27.7|MIEDO (DE PADEC.) ENFERMEDAD CIRCULATORIA|Y|
B00002585A|K28.1|INCAPACIDAD (MINUSV.) NC TRACTO CIRCULATORIO|Y|INCAPACIDAD/MINUSVALIA POR ENFERMEDAD CARDIOVASCULAR
B00002589A|K29.10|SINTOMA, QUEJA, SIGNO CORAZON NC|Y|OTRO SIGNO/SINTOMA PROBLEMA CARDIOVASCULAR, CORAZON
B00002590A|K29.11|BAJA PRESION ARTERIAL|Y|CIFRAS BAJAS DE TENSION ARTERIAL, HIPOTENSION
B00002591A|K29.2|CIRCULACION MALA|Y|PROBLEMA CIRCULACION SANGUINEA NE, MALA
B00002594A|K29.5|DEBIL, DEBILID. (GRLZDA.) CARDIACA|Y|OTRO SIGNO/SINTOMA PROBLEMA CARDIOVASCULAR, CORAZON
B00137539A|K29.7|PROBLEMA CIRCULACION NE|Y|PROBLEMA CIRCULACION SANGUINEA NE, MALA
B00002597A|K29.8|SINTOMA, QUEJA, SIGNO CARDIOVASCULAR NC|Y|OTRO SIGNO/SINTOMA PROBLEMA CARDIOVASCULAR, CORAZON
B00002598A|K29.9|SINTOMA, QUEJA, SIGNO CIRCULATORIOS NC|Y|OTRO SIGNO/SINTOMA PROBLEMA CARDIOVASCULAR, CORAZON
B00022695A|K29.900|OTROS SIGNOS Y SINTOMAS CARDIOVASCULARES|Y|OTRO SIGNO/SINTOMA PROBLEMA CARDIOVASCULAR, CORAZON
B01676327A|K29.903|HIPOTENSION ARTERIAL|Y|CIFRAS BAJAS DE TENSION ARTERIAL, HIPOTENSION
B00002587A|K29.904|OTROS SIG/SIN CARDIOVASCULARES (NO MAPEA)|Y|OTRO SIGNO/SINTOMA PROBLEMA CARDIOVASCULAR, CORAZON
B00002602A|K31.1|CONTROL PRESION ARTERIAL|Y|
B00002604A|K31.3|EXAMEN CARDIACO|Y|
B00002605A|K31.4|SANGRE/SANGUINEA PRESION VIGILANCIA|Y|
B00002606A|K31.5|TENSION ARTERIAL|Y|
B00022724A|K31.6|DESPISTAJE DE HTA|Y|
B00002608A|K31.7|CONTROL TENSION ARTERIAL|Y|
B00002613A|K34.1|TEST, PRUEBA, MET. DIAG. DIGITALICOS|Y|
B00002622A|K41.1|ECOCARDIOGRAFIA|Y|
B00002624A|K41.3|ULTRASONIDOS VASCULAR|Y|
B00022785A|K42.1|ELECTROCARDIOGRAMA|Y|
B00002628A|K42.2|ECG HOLTER|Y|
B00002629A|K42.3|EJERCICIO ECG|Y|
B00002631A|K42.5|MONITORIZACION CARDIACA|Y|
B00002632A|K42.6|VECTOCARDIOGRAMA|Y|
B00665397A|K42.7|ALTERACION ELECTROCARDIOGRAMA, NE|Y|
B00002634A|K42.8|ANALITICAS Y ECG|Y|
B00908484A|K42.999|TRAZADOS ELECTRICOS|Y|
B00002651A|K55.1|INYECCION VENAS|Y|
B00002659A|K59.1|CONVERSION RITMO CARDIACO|Y|
B00002660A|K59.2|PROFILAXIS ENDOCARDITIS|Y|
B00002673A|K70.1|AGUDO Y SUBAGUDO ENDOCARDITIS|Y|ENDOCARDITIS AGUDA
B00002674A|K70.10|PERICARDITIS AGUDA INFECCIOSA|Y|PERICARDITIS NO REUMATICA
B00022834A|K70.15|ENDOCARDITIS AGUDA NO REUMATICA|Y|ENDOCARDITIS AGUDA
B00069067A|K70.16|ENDOCARDITIS|Y|ENDOCARDITIS SUBAGUDA
B01337348A|K70.17|MIOCARDITIS NC|Y|MIOCARDITIS
B00060357A|K70.18|ENDOCARDITIS   VALVULA NEOM|Y|ENFERMEDAD INFECCIOSA CARDIOVASCULAR
B00002675A|K70.2|AGUDO Y SUBAGUDO MIOCARDITIS|Y|MIOCARDITIS
B00002676A|K70.3|AGUDO Y SUBAGUDO PERICARDITIS|Y|PERICARDITIS NO REUMATICA
B00002677A|K70.4|ENDOCARD. (AGUD.) (SUBA.) NO REUMATICA|Y|ENDOCARDITIS BACTERIANA
B00002678A|K70.5|INFECCION, APARATO CIRCULATORIO NC|Y|ENFERMEDAD INFECCIOSA CARDIOVASCULAR
B00022837A|K70.6|MIOCARDITIS AGUDA|Y|MIOCARDITIS
B00002680A|K70.7|PERICARDITIS AGUDA|Y|PERICARDITIS NO REUMATICA
B00002681A|K70.8|PERICARDITIS NO REUMATICA|Y|PERICARDITIS NO REUMATICA
B00002682A|K70.9|MIOCARDITIS AGUDA NO REUMATICA|Y|MIOCARDITIS
B00002685A|K71.1|AORTICA, DOBLE LESION (REUMATICA)|Y|ENFERMEDAD VALVULAR, VALVULOPATIA REUMATICA
B00002686A|K71.10|ESTENOSIS ARTERIAS PRECEREBRA. REUMATICA|Y|FIEBRE REUMATICA/ENFERMEDAD REUMATICA CARDIACA
B00002687A|K71.11|ESTENOSIS MITRAL (REUMATICA)|Y|ESTENOSIS MITRAL REUMATICA
B00002688A|K71.12|FIEBRE REUMATICA|Y|FIEBRE REUMATICA/ENFERMEDAD REUMATICA CARDIACA
B00002689A|K71.13|FIEBRE REUMATICA AGUDA|Y|FIEBRE REUMATICA/ENFERMEDAD REUMATICA CARDIACA
B00002690A|K71.14|MIOCARDITIS REUMATICA (AGUD./CRON.)|Y|FIEBRE REUMATICA/ENFERMEDAD REUMATICA CARDIACA
B00022860A|K71.15|DOBLE LESION MITRAL (REUMATICA)|Y|ENFERMEDAD VALVULAR, VALVULOPATIA REUMATICA
B00002692A|K71.16|PERICARDITIS AGUDA REUMATICA|Y|PERICARDITIS REUMATICA
B00022865A|K71.17|PERICARDITIS REUMATICA CRONICA|Y|PERICARDITIS REUMATICA
B00002694A|K71.18|VALVULOPATIA REUMATICA NC|Y|ENFERMEDAD VALVULAR, VALVULOPATIA REUMATICA
B00022875A|K71.19|INSUFICIENCIA AORTICA (REUMATICA)|Y|ENFERMEDAD VALVULAR, VALVULOPATIA REUMATICA
B00022877A|K71.2|CARDITIS REUMATICA CRONICA|Y|FIEBRE REUMATICA/ENFERMEDAD REUMATICA CARDIACA
B00002697A|K71.20|INSUFICIENCIA MITRAL REUMATICA|Y|ENFERMEDAD VALVULAR, VALVULOPATIA REUMATICA
B00002698A|K71.21|VALVULOPATIA AORTICA REUMATICA|Y|ENFERMEDAD VALVULAR, VALVULOPATIA REUMATICA
B00002699A|K71.22|VALVULOPATIA MITRAL REUMATICA|Y|ENFERMEDAD VALVULAR, VALVULOPATIA REUMATICA
B00056530A|K71.24|ENFERMEDADES DE LA VALVULA MITRAL|Y|ENFERMEDAD VALVULAR, VALVULOPATIA REUMATICA
