AUI|CODE|STR|ISPREF
B05155699A|K76.12|IAM INFERO-LAT Y DE VD EVOLUCIONAD 2013|N
B02159538A|H71.2|OMA DERECHA.|N
B11410232A|X11.2|MENOPAUSIA ******|N
B00037141A|R05.14|TOS, ) ALERGICA|N
B00650061A|H71.11|CATARRO /OTITIS|N
B11362749A|T91.18|DEFICIENCIA VITAMINICA (DEFICIT) DEFICIT VITAMINA B12|N
B00040118A|R76.8|AMIGDALITIS REPETICION¡¡¡¡¡|N
B11414381A|Y73.4|PROSTATITIS; PROSTATITIS AGUDA|N
B01428114A|L96.16|LESION MENISCO (RODILLA) MEDIAL  IZQ|N
B01560446A|P81.999|PROBLEMA DE APRENDIZAJE , TDAH|N
B00048244A|T91.3|DEFICIENCIA NUTRICIONAL (QUALS. TIPUS)|N
B00035469A|P23.1|+ADOLESCENCIA PROBLEMAS (DE) CONDUCTA|N
B00050940A|W79.2|EMBARAZO NO DESEADO.|N
B02102087A|L08.1|OMALGI A|N
B00040945A|R81.15|NEUMONIA  BILATERAL.|N
B03021226A|F15.1|ANORMALIDAD ASPECTO DEL OJOS|N
B03275143A|A82.1|TRAUMATISMO EFECTOS TARDIOS DE|N
B07903525A|K90.48|ICTUS + 56 AÑOS|N
B11382582A|R05.8|TOS SECA/CATARRO|N
B11423482A|L12.3|DOLOR MANO, DEDOS|N
B11415518A|A03.15|FIEBRE ( AMIGDALITIS )|N
B11370007A|P70.1|ALZHEIMER +|N
B01027896A|L09.21|DOLOR BRAZOS,|N
B00647875A|A91.21|ANORMAL. TRANSAMINASAS NC|N
B02011547A|H71.999|BRONQUITIS. OTITIS MEDIA (AGUDA)|N
B11433682A|P29.11|(LUDOPATIA)|N
B00141065A|H73.7|OTOTUBARITIS AGUDA BILATERAL|N
B02203337A|S18.4|HERIDA EN  CUERO CABELLUDO|N
B00885775A|D94.1|/COLITIS ULCEROSA/|N
B02952708A|L15.2|GONALGIA IZQ NC|N
B01835778A|A81.26|TRAUMATISMO EN DEDOS|N
B02744921A|A81.11|TRAUMATISMO  NC DEDO MANO|N
B00031288A|L87.27|BURSITIS  TROCANTEREA|N
B02993016A|L73.1|FRACTURA PERON|N
B04833710A|R76.6|AMIGDALITIS AGUDA,, ANGINAS|N
B11369021A|A85.14|¡¡ALERGIA A PENICILINA!!|N
B11410367A|L03.2|LUMBAGO **|N
B04517735A|L77.1|DISTENSION ESGUINCE   TOBILLO  DERECHO|N
B00019894A|H01.2|OTALGIA / DOLOR OTOGENICO|N
B09385483A|W01.4|DESEO DE EMBARAZO DESEO DE EMBARAZO|N
B11415712A|R96.17|RINOCONJUNTIVITIS  ALERGICA  CON  ASMA|N
B01874922A|B02.7|ADENOPATIA.INGUINAL|N
B02357887A|D11.7|VOMITO Y DIARREA)|N
B09129060A|D99.1006|PANCREATITIS  RECURRENTE|N
B00041508A|R96.1|.ASMA|N
B01268724A|R72.1|AMIGDALITIS ESTREPTOCOCICA ANGINAS-SAR|N
B02153170A|L14.7|DOLOR EXTREMIDAD INFERIOR|N
B08765411A|U14.3|COLICO RENALES IZQ|N
B11378866A|R21.1|BULTO /CUELLO|N
B02784841A|K76.12|ISQUEMIA MIOCARDICA CRONICA , IAM 2012|N
B06869529A|A30.8|-- NO ALERGIA|N
B11438624A|L93.2|TENDINITIS  EN  CODO  DERECHO|N
B00015070A|D83.1|ESTOMATITIS AFTOSA.|N
B04441320A|H73.7|OTOTUBARITIS AGUDA IZDA.|N
B01805528A|A97.1|CONSULTA SIN ENFERMEDAD ;|N
B00016668A|D97.4|HEPATOPATIA)|N
B00997120A|S16.19|CONTUSION EN RODILLA IZDA.|N
B00964378A|B78.4|TALASEMIA (MINOR)|N
B08606460A|K78.21|FIBRILACION AURICULAR  INR  2-3*|N
B00183337A|L04.2|DOLOR  COSTAL  DERECHO|N
B04413720A|L08.2|SINTOMA QUEJA SIGNO HOMBRO    DCHO|N
B02560977A|F71.1|CONJUNTIVITIS ALERGICA.- AMBOS/AS|N
B00020515A|H70.3|SUAP - OTITIS EXTERNA|N
B00981472A|N08.32|TEMBLOR DE LABIO INFERIOR|N
B11401852A|A04.10|MALESTAR GENERAL NE|N
B00009905A|A62.5|CONSULTA  , NO ACUDE|N
B11398433A|N87.15|TEMBLOR-ENF DE PARKINSON|N
B09261540A|T91.14|DEFICIENCIA VITAMINA D,|N
B11415309A|R76.7|AMIGDALITIS   PULTACEO|N
B08608737A|R78.2|TRAQUEOBRONQUITIS (AGUDA)++++++++++++++++++|N
B11387449A|L72.4|CUBITO Y RADIO (FX)|N
B01120880A|D06.19|DOLOR  EN FOSA ILIACA DERECHA|N
B01605459A|F84.1|DEGENERACION MACULAR  - AMBOS/AS|N
B11438862A|B02.4|ADENOPATIA AXILAR .|N
B00051970A|X21.11|MASTOPATIA .|N
B08626779A|R74.3|FARINGITIS   ...(URG)..|N
B02756303A|L86.18|CIATICA IZQD|N
B02573071A|T91.14|DEFICIT VITAMINAS D|N
B05433358A|S88.14|ECCEMA NC -   PIES|N
B00008207A|A03.1|FIEBRE (FEBRIL)     URG|N
B08640083A|R76.6|AMIGDALITIS AGUDA (  (ANGINAS)|N
B11396531A|X18.1|MAMA DOLOR - IZQUIERDO/A ****|N
B03196045A|S91.7|PSORIASIS INVERSO|N
B08774264A|W94.2|MASTITIS/|N
B09074258A|R80.1|GRIPE ;SINDROME GRIPAL|N
B11393803A|S88.11|DERMATITIS     MANOS|N
B01999324A|A97.2|NIÑA  SANA|N
B00013091A|D08.4|EXCES (EXCESSIU) ERUCTE|N
B01302018A|L76.3|FRACTURA DE CLAVICULA IZDA.|N
B11407602A|H82.3|SINDROME MENIERE IZQ.|N
B11413327A|L87.45|TENDINITIS DE  LOS ABDUCTORES.|N
B00033675A|N89.1|CEFALEA,MIGRAÑA|N
B11401153A|R05.8|TOS,  SIN  EXPECTORACION|N
B11431901A|R74.6|IRA   (INFECC. RESPIR ).|N
B11421299A|F92.10|CATARATA SENIL I.I.Q.|N
B06181880A|K90.48|ACV 2007|N
B11412658A|R03.3|RUIDO RESPIRATORIO NC|N
B01642200A|P80.1|TRASTORNO DE    PERSONALIDAD|N
B01251247A|T04.27|PROBLEMA ALIMENTACION  NIÑOS NC|N
B00006217A|T81.2|NODULO TIROIDEO SIN TIROTOXICOSIS|Y
B00533212A|S12.1|SAR, PICADURA (INSECTO)|N
B00033187A|N17.22|VERTIGO Y MAREOS|N
B02281000A|L87.39|TENDINITIS NC  PIE|N
B01069321A|L17.4|DOLOR PIE MUSCULO ESQUELETI.|N
B03243625A|F82.2|VITREO DESPRENDIM DE|N
B08769944A|D70.3|DIARREA, NC + CAMPYLOBACTER|N
B04468997A|R74.6|CVA NC|N
B02470115A|Y74.6|EPIDIDIMARIO QUISTE|N
B04267090A|D91.2|HERNIA NC.|N
B00730713A|X19.1|BULTO EN MAMA IZQ|N
B08701348A|U71.5|ITU:E.COLI|N
B04639293A|L74.16|FRACTURA   DEDOS|N
B11390398A|L17.3|DOLOR DE DEDOS DEL PIE IZQ.|N
B08830533A|H81.3|TAPON DE CERUMEN/D|N
B11418491A|R96.1|ASMA:-|N
B08681528A|U99.14|INSUFICIENCIA RENAL-|N
B09309938A|A50.8|POLIMEDICADO OCTUBRE*- ABRIL|N
B11414545A|L96.16|LESION AGUDA MENISCO, RODILLA  DERECHA|N
B01008422A|T73.9|ADENOMAS  SUPRARRENALES|N
B04244300A|L13.2|DOLOR CADERA    IZQUIERDA|N
B11411574A|H82.5|SIND VERTIGINO|N
B08963698A|S77.3|MELANOMA MALIG. (PIEL)''|N
B00717121A|L80.5|LUXACION (ARTICULAC.) HOMBRO/DCHO|N
B00012868A|D05.2|PRURITO, PICOR ANAL|N
B09138538A|S88.33|DERMATITIS ECCEMATOS|N
B00867814A|R74.6|CVA CATARRO VIAS ALTAS URGENCIAS|N
B00245902A|L19.1|ENFERMEDAD  DE DUPUYTREN|N
B11424229A|L89.1|COXARTROSIS DERECHA,|N
B08541594A|L11.2|DOLOR MUÑECA NC.IZQUIERDA|N
B08970585A|A85.12|****REACCION FARMACOS, DOSIS APROPIADA.|N
B00765200A|W78.4|EMBARAZO NORMAL PRUEBA DIAGNOSTICA|N
B01817220A|L76.9000|FRACTURA CADERA Y HUMERO|Y
B08995463A|L90.2|GONARTROSIS/BILATERAL.|N
B11433335A|S70.3|NEURALGIA POSTHERPETICAS|N
B06638242A|K76.12|CARDIOPATIA ISQUEMICA (CON INFARTO) STENT 2012|N
B00962511A|L86.20|HERNIA DISCAL LUMBAR: L4-L5|N
B00580804A|A98.8|REVISION DEL NIÑO SANO -6-14 AÑOS|N
B11414498A|H71.18|OMA NO SUPURADO|N
B04430340A|F72.20|BLEFARITIS DERECHO|N
B09070973A|S18.4|CORTE (HERIDA)   (URG)|N
B11425499A|T90.9|--  DIABETES II|N
B00020495A|H70.3|OTITIS EXTERNA-OI|N
B01542206A|L96.16|LESION MENISCO INTERNO  RODILLA|N
B00021428A|H78.5|LESION EN EL PABELLON AURICULAR, OREJA RAS - DERECHO/A|N
B00610944A|D26.1|MIEDO (DE PADEC.) CANCER (DE) APARATO DIGESTIVO|N
B11435092A|S98.12|URTICARIA  TRAS SOL|N
B00026389A|L01.1|CERVICALGIA NC|N
B09408409A|X12.4|HEMORRAGIA SANGRANDO NC SANGRADO POSTMENOPAUSICO.|N
B01846732A|K87.4|**HTA (COMPL.)+ HVI|N
B11375318A|R96.7|ASMA  POR ESFUERZO|N
B02195767A|L92.10|TENDINITIS HOMBRO DERECHO NC|N
B11387198A|A50.7|MEDICAMENTOS CRONICOS)|N
B09257195A|T93.7|DISLIPEMIA ++++++++++|N
B09047676A|S16.3|CONTUSION TORACICA/IZDA|N
B11430568A|T86.12|HIPOTIROIDISMO SUBCLINICO PRIMARIO*|N
B00615149A|K90.16|ACCIDENTE CEREBROVASCULAR/ISQUEMICO|N
B01418280A|S22.6|UNGUEAL LESION|N
B02242143A|L77.1|DISTENSION ESGUINCE NC TOBILLOS  DERECHO|N
B01604213A|F92.8|INTERVENIDA DE CATARATAS|N
B11389947A|L86.18|LUMBOCIATICA ....DER|N
B00705997A|F13.1|ANORMAL SENSACION(ES) NC OJO - AMBOS/AS - AMBOS/AS|N
B09395333A|A03.1|FIEBRE - URGENCIA|N
B11375026A|R96.1|ASMA , ASMA|N
B00011692A|A98.8|ACTIVITATS PREVENTIVES|N
B04089543A|F04.4|MOSCAS VOLANTES, FLOTANTES, OJO  DERECHO|N
B00053334A|Y81.999|FIMOSIS O PREPUCIO REDUNDANTE|N
B11412074A|Y06.3|PROBLEMA PROSTATA NC PROSTATA  ++|N
B00688052A|L79.7|ESGUINCE DE LA MUÑECA DCHA|N
B00046318A|T05.5|AIMENTACIO ADULT PROBLEMATICA|N
B00043348A|S16.22|. CONTUSION TORACICA|N
B00027052A|L04.2|DOLOR COSTAL, COSTILLAS|N
B11394134A|S86.2|** DERMATITIS ERITEMATOESCAMOSA NC|N
B11383830A|D98.2|COLELITIASIS ******|N
B00021792A|H81.3|TAPON DE CERUMEN O. D|N
B11410347A|S82.2|NEVUS / LUNAR LUNAR|N
B02255549A|A99.925|, MANO NC|N
B02833689A|D73.1013|GEA, GASTROENTERITIS|N
B02996631A|A97.2|REVISION DEL NIÑO SANO DE 0 23 MESES|N
B11369087A|N03.1|ALGIAS/ FACIAL|N
B01705158A|L76.21|COLAPSO VERTEBRAL|N
B11377999A|K04.1|BRADICARDIA ++++     +++|N
B00841395A|D06.22|DOLOR HIPOCONDRIO IZDO.|N
B08675143A|A81.11|DEDO TRAUMATISMO/MANO)|N
B00026433A|L01.10|CERVICALGIA Y  LUMBALGIA|N
B11411647A|U99.15|TRASPLANTADA DE RIÑON***|N
B09280071A|K76.7|CARDIOPATIA ISQUEMICA  CRONICA )|N
B05237373A|K90.48|3 ACV (AGOSTO Y SEPT 2006, SAMA 2008)|N
B08585628A|S16.3|CONTUSION DE MUÑECA IZDA.-|N
B00414490A|T90.9|DIABETES MELLITUS TIPO II (NC)**************+|N
B02839387A|S18.4|CORTE (HERIDA)MANO IZ|N
B00013347A|D13.1|CANVI (EN) (DE) PELL, NC COLOR ICTERIC|N
B11375914A|N89.1019|MIGRAÑA SIN AURA/AURA SIN MIGRAÑA|N
B08893355A|H71.-1|SAR-OTITIS MEDIA AGUDA (OMA)|N
B01097768A|Z04.6|INTERVENCION   SOCIAL NC*******************************|N
B02370269A|L17.5|DOLOR PIE IZQ.NC|N
B11435196A|D78.6|POLIPO SIGMA)|N
B11404405A|L92.10|TENDINITIS HOMBRO IZQDO,|N
B00580110A|A44.20|VACUN|N
B09181737A|L77.1|ESGUINCE NC TOBILLO   DCHO.|N
B03141602A|L79.6|DISTENSION, ESGUINCE  HOMBRO DCHA|N
B11405311A|A91.24|HIPERTRANSAMINASEMIA --->@|N
B00540689A|N01.5|CEFALEA A DIARIO CRONICA|N
B02160116A|W83.4|ABORTO POR LEGRADO|N
B00811504A|P79.9|FOBI SOCIAL|N
B08560562A|F73.53|CONJUNTIVITIS BILAT &&&|N
B02414256A|N90.1|CEFALEA, CLUSTER NC RACIMOS|N
B00037695A|R06.2|EPISTAXIS  DE REPETICION|N
B11412890A|T08.3|QUERER PERDER PESO !!|N
B09150591A|A30.8|**NO ALERGIAS CONOCIDAS**|N
B11439211A|D98.1011|: COLECISTECTOMIA.|N
B09241295A|R76.6|URG-------AMIGDALITIS AGUDA|N
B01643674A|S18.4|LACERACION, HERIDA  DE|N
B09784195A|K76.12|INFARTO AGUDO DE MIOCARDIO (IAM) 1 EFIENT 10 MG|N
B08897018A|L17.9|TALALGIA //IZQ|N
B09224734A|X37.2|NORMAL CITOLOGIA|N
B00012089A|B80.1|ANEMIA FERROPENICA,|N
B00005730A|S73.1|INFESTACION LARVAS|Y
B00052447A|X78.7|UTER MIOMATOS.|N
B09272821A|L10.2|SINTOMA, QUEJA, SIGNO CODO NC DERECHO.|N
B11403073A|R80.1|GRIPE (GRIPE A)|N
B00047000A|T82.999|OBESIDAD (IMC= 31)|N
B00008594A|A04.2|TROBAR-SE EXHAUST|N
B11418670A|L80.5|LUXACION (ARTICULAC. HOMBRO   IZDO|N
B11376041A|K78.3|FIBRILACION AURICULAR  ///PAROXISTICA|N
B00038100A|R72.1|AMIGDALITIS ESTREPTOCOCICA-URG.|N
B11390470A|P70.8|DEMENCIA VASCULAR ....|N
B00412296A|B81.4|ANEMIA MACROCITICA, NC|N
B02781542A|S16.14|CONTUSION MANO IZDA,|N
B06222671A|L75.4|FRACTURA DE CADERA IZQDA.|N
B02337465A|D85.1|ULCERA,  DOUDENO|N
B08842160A|A85.1|ALERGIA FARMACOS *********************************************************|N
B08793379A|F92.8|CATARATA. ( CIRUGIA ) ; CATARATA|N
B09192314A|A85.14|ALERGIA FARMACOS/ALERGIA PENICILINA Y DERIVADOS|N
B02018844A|H71.2|URG.--OTITIS MEDIA (AGUDA) - IZQUIERDO/A|N
B08999905A|S90.1|PITIRIASIS/ROSADA DE GILBERT|N
B00451628A|L15.2|DOLOR RODILLA, GONALGIA   - IZQUIERDO/A-|N
B04374046A|H71.999|OMA OTITIS MEDIA AGUDA+ BRONQUITIS|N
B11368174A|R95.3|EPOC,AGUDIZACION.|N
B04179265A|D89.1|HERNIA  ; HERNIA INGUINAL|N
B02684132A|L76.4|TRAUMATISMO COSTAL, FX COSTILLAS|N
B00052381A|X77.3|NEOPLASIA M UTERO|N
B08624967A|A79.109|EPIDERMOIDE CARCINOMA|N
B01850574A|R97.11|RINITIS ALERGICA(POLINOSIS)|N
B02297543A|X07.4|, MENSTRUACION IRREGULAR.|N
B04509278A|R81.9|NEUMONIA "DCHA"|N
B00441737A|S88.14|ECCEMA NE CUELLO|N
B02492200A|U08.1|RETENCION AGUDO ORINA|N
B01928192A|D99.21|SIND. MALABSORCIË|N
B02759251A|T10.13|BAJA PARA  LA TALLA FAMILIAR|N
B00019827A|H01.2|DOLOR OIDA NC|N
B11434474A|U08.1|RETENCION DE URINARIA|N
B11372636A|P01.20|NERVIOS/ANSIEDAD/DEL|N
B01809325A|N89.1|CEFALEA, MIGRAÑA ; CEFALEA|N
B11405743A|D89.6|HERNIA INGUINAL --------IQ|N
B04636865A|K96.9|>>>>   HEMORROIDES EXTERNAS   --------------|N
B05055759A|K76.12|INFARTO ANTEROSEPTAL CON IC 2002|N
B11414859A|K75.1|INFARTO DE MIOCARDIO, AGUDO -----------------------------|N
B09133394A|S85.2|FISTULA DE QUISTE PILONIDAL|N
B01769730A|W15.4|INFERTILIDAD FEMENINA ;|N
B08668228A|L09.1|DOLOR BRAZO MUSCULO ESQUELETI. NC/DCHO|N
B00050998A|W82.7|ABORTO COMPLETO .|N
B01207101A|R76.8|AMIGDALITIS AGUDA RECURRENTE|N
B01168174A|H83.1|OTOESCLEROSIS.|N
B03016391A|L03.1|URG----LUMBALGIA (SIN IRRADIACION)|N
B11372226A|P76.15|ESTADO ANSIEDAD*DEPRESION|N
B11429177A|A16.12|ESPASMO, SOLLOZO|N
B04653169A|T91.18|DEFICIT B-12|N
B00084513A|Y16.5|NODULO DE MAMA MASCULINA|N
B00019787A|F99.3|ANORMALIDAD FUNCION PUPILAR|N
B00539002A|T05.14|PROBLEMA EN LA ALIMENTACION|N
B01545305A|L91.31|ARTROSIS  DE  MANOS|N
B11378064A|R79.1|--- BRONQUITIS CRONICA NC|N
B01744219A|X73.2|URETRITIS TRICOMONIASICA|N
B11385045A|F70.26|CONJUNTIVITIS INFECCIOSA VIRAL - IZDA|N
B04663781A|T81.22|BULTO EN EL TIROIDES.|N
B11407631A|N89.1016|.MIGRAÑA / JAQUECA|N
B09323121A|A23.5|TUBERCULOSIS- CONTACTO.|N
B04568154A|F92.8|CATARATA; INTERVENCION|N
B02720601A|R80.1|GRIPE INFLUENZA A|N
B00011711A|A98.4|REVISION DIENTES|Y
B11372583A|P76.15|TRASTORNO- ANSIOSO DEPRESIVO|N
B09015468A|N99.4|DEGENERACION CEREBRAL/|N
B09310999A|A97.8|CONSULTA SIN ENFERMEDAD ////  ANALITICA|N
B11422847A|L01.3|SINTOMA,QUEJA,SIGNO CUELLO|N
B01844590A|D97.13|QUISTES  HEPATICA NC|N
B11419190A|L13.10|TROCANTERITIS...BILATERAL|N
B04631929A|K76.12|ENFERMEDAD CARDIACA ISQUEMICA CRONICA IAM A LOS 47 A?OS|N
B01014710A|L79.7|ESGUINCE   MUÑECA - IZQUIERDO/A|N
B00012638A|D01.5|DOLOR ABDOMINAL|N
B00028975A|L18.20|/FIBROMIALGIA|N
B00021351A|H74.1|COLESTEATOMA OIDO IZDO.|N
B11429308A|A06.999|EPISODIO SINCOPAL .|N
B01301974A|R74.6|CUADRO  CATARRAL|N
B04342907A|B73.7|LEUCEMIA LINFOIDE CRONICA ; LEUCEMIA LINFOIDE CRONICA|N
B08645827A|L75.4|FRACTURA  CADERA, DERECHA|N
B11388236A|S16.19|CONTUSION  RODILLA IZ|N
B11438563A|S91.4|PSORIASIS EN PLACAS ''''|N
B09411337A|U99.10|INSUFICIENCIA RENAL CRONICA -ESTADIO 3|N
B11409877A|U76.1|NEOPLASIA MALIGNA, NC VEJIGA|N
B11408054A|L87.37|TENDINITIS   MANO  IZQUIERDA|N
B00036401A|P76.15|SD ANSIOSO-DEPRESIVO|N
B01024357A|B82.10|ANEMIA (NE)--DE TRASTORNO CRONICO|N
B00014213A|D72.2|HEPATITIS  , B|N
B08920624A|K84.12|BLOQUEO, RAMA, IZQ.|N
B04762521A|U71.5|INFECCIONES TRACTO URINARIO.|N
B00068331A|D06.19|DOLOR ABDOMINAL CUADRANTE INFERIOR DERECHO|N
B00478758A|F85.6|QUERATITIS ULCEROSA|N
B00754987A|L75.4|FRACTURA CADERA DR|N
B11380461A|S04.17|QUISTES PIEL(CUERO CABELLUDO)|N
B00503234A|W83.4|ABORTO:LEGRADO|N
B11371069A|A97.1|CONSULTA SIN ENFERMEDAD - ANALITICA+|N
B11368945A|A92.25|ALERGIA EDEM|N
B02473264A|K77.4|.......INSUFICIENCIA CARDIACA|N
B00233186A|L14.4|DOLOR MUSLO MUSCULO ESQUELETI NC IZQ.|N
B01332684A|D20.34|LESIONES  LENGUA|N
B11426805A|K42.1|EKG @|N
B02377940A|L98.18|DISMETRIA ADQUIRIDA EXTREMIDAD INFERIOR|N
B11414942A|L96.16|LESION MENISCO (RODILLA) AGUDA IZ|N
B00423709A|A77.10|PROBABLE    VIRIASIS|N
B02392390A|L92.10|TENDINITIS HOMBR DCH|N
B00011608A|A97.11|MANTOUX, NEGATIVO|N
B08629107A|R95.3|REAGUDIZ (EPOC)|N
B11393527A|L08.1|DOLOR HOMBRO NC - DERECHO/A -|N
B09160715A|S16.19|CONTUSION DE RODILLA  DERECHA.|N
B11291057A|K90.48|ACV CON HEMIPARESIA IZDA 64 RECUPERACION|N
B08977028A|L75.2|FRACTURA CADERA NC PERTROCANTEREA DERECHA|N
B04378347A|L84.3|ARTROSIS/ DE COLUMNA|N
B01035720A|L96.16|LESION MENISCO (RODILLA) AGUDA DCHA NC|N
B01655790A|R74.22|IRA   CON HRB.|N
B00561176A|L15.3|SIGNO/SINTOMA DE LA RODILLA DCHA.|N
B11377378A|T81.7|. BOCIO MULTINODULAR|N
B00007101A|W96.2|PUERPERAL PIREXIA (CAUSA DESCO.)|Y
B00008130A|A01.3|SAR-   DOLOR NC|N
B00021113A|H71.6|OTITIS MEDIA (AGUDA) SUPURADA  IZQDA|N
B01696510A|S19.1|LESION EN EL CUERO CABELLUDO|N
B11373643A|K92.7|ESTENOSIS ARTERIAS PRECEREBRA. ***|N
B00577628A|A97.2|REVISIONES 0-23 MESES NIÑA SANA|N
B01491916A|A76.1|EXANTEMA INESPECIFICO VIRAL|N
B11366331A|L76.11|-- FRACTURA VERTEBRAL, COLUMNA, CON O SIN AFEC. MEDU.|N
B11427784A|L04.9|DOLOR TORACICO NC .......................................|N
B00003929A|L99.18|PAGET, INFERMEDAD DE|Y
B11374967A|L91.29|ARTROSIS GENERALIZADA NC|N
B08953814A|R05.8|TOS // FARINGITIS SECA|N
B00034896A|P15.3|ADDICCIO / DEPENDENC. ALCOHOLICA|N
B00019400A|F92.8|CATARATA. OD. OPERADA|N
B11367511A|D87.6|***GASTRITIS AGUDA|N
B00305862A|S86.6|ECZEMA SEBORREICO C.CABELLUDO|N
B09263881A|S23.5|ALOPECIA/ DIFUSA|N
B00449400A|S12.1|PICADURA (INSECTO).URGENCIA|N
B11378919A|L92.1|BURSITIS HOMBRO - IZQUIERDO/A - IZQUIERDO/A -|N
B11417518A|T85.1|ENFERMEDAD GRAVE DE BASEDOW|N
B08835683A|B83.2|ALTERACION COAGULACION NC|N
B11389306A|S93.1|QUISTE SEBACEO //  CUELLO|N
B02346617A|L08.1|HOMBRO DOLOROSO IZQD|N
B02044799A|L17.5|DOLOR EN PIES.|N
B00045347A|S75.6|*INTERTRIGO CANDIDIASICO|N
B00040783A|R80.2|INFLUENZA, GRIP (DEMOST) AMB MANIFEST. RESPIRAT.|N
B00421299A|N08.5|TEMBLOR ESENCIAL ''''|N
B00282774A|L77.1|.ESGUINCE NC TOBILLO(DCHO)|N
B01904644A|D92.3|DIVERTICULOS EN  INTESTINO|N
B11424955A|S88.5|DERMATITIS NE DERMATITIS, NC|N
B11362655A|P17.23|FUMADORA 10/CIG/DIA|N
B00039339A|R74.29|FARINGITIS+ LARINGITIS:|N
B02676654A|R05.4|TOS -|N
B11388286A|S16.32|CONTUSION EN LUMBAR|N
B00291531A|H81.3|TAPONES CERUMEN BILATERAL.|N
B03219062A|B50.4|. ANTICOAGULACION.|N
B00726567A|D70.25|GEA GASTROENTERITIS ROTAVIRUS|N
B00039587A|R74.6|INFECCION RESPIRATORIA  AGUDA|N
B08944209A|A76.8|ENFERMEDAD PIE, BOCA , MANO|N
B04416965A|S04.17|QUISTE NC CUERO CABELLUDO|N
B09245706A|H81.3|TAPON DE CERUMEN:AMBOS OIDOS.|N
B11368017A|K75.1|INFARTO AGUDO DE MIOCARDIO  (IAM)|N
B11381669A|S03.2|VERRUGAS VULGAR CARA|N
B11411394A|N87.16|TEMBLOR .PARKINSONISMO|N
B01265859A|D06.20|DOLOR FII.|N
B11400821A|A09.1|EXCESO (EXCESIVO) SUDORACION EXCESO (EXCESIVO) SUDORACION|N
B00046829A|T82.14|(OBESIDAD)> 30 IMC|N
B04219337A|R95.4|ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA (EPOC). GRAVE|N
B04722657A|R81.12|NEUMONIA NOSOCOMIAL NC|N
B11408083A|S98.2|LESION PIEL URTICARIA NC.URGENCIAS.|N
B04081725A|L74.3|FRACTURA MANO-IZDA|N
B02056171A|L76.6|FRACTURA HUMERO DCHA|N
B03278891A|Z12.9|RELACION CONYUGE|N
B04578519A|W83.2|ABORTO INDUCIDO ; ABORTO ILEGAL INDUCIDO|N
B04575060A|R80.1|GRIPE ..BRONQUITIS|N
B11371545A|K74.4|INESTABLE, ANGINA .......................................|N
B04606646A|H29.2|OIDO OREJA ESTALLIDO|N
B01701652A|S70.-1|HERPES ZOSTER  FACIAL|N
B11419177A|K84.27|BLOQUEO DE INCOMPLETO DE RAMA DERECHA|N
B00138878A|D14.2|HEMATEMESIS-HDA|N
B04277504A|B81.7|ANEMIA POR DEFICIT DE  VIT B 12|N
B00010312A|A78.10|MICOSIS  NC|N
B11399441A|L77.1|ESGUINCE DE TOBILLO ESGUINCE/TORCEDURA DE TOBILLO|N
B04106773A|D78.6|COLON  POLIPOS|N
B11438500A|L86.18|LUMBOCIATICA   *****|N
B00030396A|L79.7|DISTENSION, ESGUINCE NC MUÑECA- DERECHO/A|N
B01270699A|K78.18|FIBRILACION AURICULAR .........SINTROM|N
B03248998A|D16.15|HECES SANGRE/ RECTORRAGIA|N
B01240817A|T81.1|AUMENTO. TIROIDES|N
B00112286A|T93.8|HIPERLIPEMIA MIXTA     MARZO|N
B02312615A|P22.1|DISTUR./ALTER. COMPORTAMIENTO NIO‘O|N
B00033193A|N17.17|SENSACION DE  CAIDA|N
B00060981A|R86.4|N. BENIGNA DE LARINGE|N
B11438766A|A62.4|PENDIENTE****|N
B01449844A|U71.5|URGENCIAS.ITU (INFECC. TRACTO URINARIO)|N
B02222052A|D78.7|VESICULA BILIAR:  POLIPO|N
B08847436A|L76.9000|FRACTURA CADERA - HUMERO DERECHO|N
B00477068A|P29.8|PROBLEMAS MENTALES|N
B04520520A|F92.8|CATARATA--OPERADA|N
B08921576A|L74.5|FISURA METATARSIANA|N
B02312168A|X19.1|NODULO MAMA-DCHA.|N
B03078604A|Z04.11|INFORMACION RECURSO|N
B07341641A|K76.12|CARDIOP ISQUEMICA.  IAM (95)  TRANSPLANT|N
B00032846A|N01.1|URG - CEFALEA, NC|N
B08618484A|D70.29|GASTROENTERITIS INFEC. ++++++++++++++++++|N
B00275881A|K07.1|EDEM|N
B11377765A|R81.8|( BRONCONEUMONIA)|N
B11413038A|P17.20|FUMADOR DE +/- 30 CIG/DIA|N
B00844954A|S79.4|FIBROMA PENDULOS CUELLO|N
B11408368A|L95.1|OSTEOPOROSIS +++++++++++++|N
B11395858A|L16.2|DOLOR TOBILLO NC  IZQ|N
B01567834A|R78.6|-BRONQUITIS|N
B08617178A|R78.16|BRONQUIOLITIS AGUDA A VRS(+)|N
B00016090A|D89.6|HERNIA INGUINAL:INTERVENCION|N
B00064682A|D84.28|DIVERTICULOSIS ESOFAGICA CONGENITA|Y
B11428190A|D06.13|DOLOR NC HIPOGASTRIO.,|N
B04590476A|H81.3|TAPON DE CERUMEN -AMBOS OIDOS|N
B11424222A|L13.10|COXALGIA  / TROCANTERITIS|N
B09242328A|T90.14|DIABETES MELLITUS TIPO II (NC). TTO. DIETA.-|N
